time,x-axis,y-axis,z-axis,Event1,Event2,gpsdata
620.6750000000001 s, -0.23 , 3.6 , 7.8500000000000005,0,0,28.57958104,77.21447182
620.706 s, 1.03 , 6.01 , 6.66,0,0,28.57958104,77.21447182
620.738 s, 2.07 , 5.9 , 5.44,0,0,28.57958104,77.21447182
620.768 s, -0.19 , 6.97 , 3.1,0,0,28.57958104,77.21447182
620.799 s, -1.99 , 9.76 , 1.8,0,0,28.57958104,77.21447182
620.8290000000001 s, -1.72 , 8.040000000000001 , 3.9,0,0,28.57958104,77.21447182
620.86 s, -2.91 , 8.8 , 7.43,0,0,28.57958104,77.21447182
620.89 s, -1.6500000000000001 , 10.53 , 9.38,0,0,28.57958104,77.21447182
620.921 s, -0.08 , 7.16 , 9.15,0,0,28.57958104,77.21447182
620.951 s, -1.26 , 6.58 , 8.19,0,0,28.57958104,77.21447182
620.982 s, 0.54 , 5.17 , 8.540000000000001,0,0,28.57958104,77.21447182
621.013 s, 0.19 , 3.71 , 6.01,0,0,28.57958104,77.21447182
621.043 s, -1.19 , 7.390000000000001 , 3.52,0,0,28.57958104,77.21447182
621.0740000000001 s, 0.92 , 12.02 , 3.87,0,0,28.57958104,77.21447182
621.104 s, 2.45 , 7.8500000000000005 , 6.51,0,0,28.57958104,77.21447182
621.135 s, -0.31 , 7.66 , 7.43,0,0,28.57958104,77.21447182
621.165 s, -1.0 , 7.2700000000000005 , 9.0,0,0,28.57958104,77.21447182
621.196 s, -1.22 , 8.040000000000001 , 8.92,0,0,28.57958104,77.21447182
621.227 s, -0.92 , 8.88 , 7.8500000000000005,0,0,28.57958104,77.21447182
621.258 s, -0.61 , 8.15 , 7.01,0,0,28.57958104,77.21447182
621.288 s, -0.77 , 5.97 , 6.16,0,0,28.57958104,77.21447182
621.319 s, -2.07 , 6.2 , 4.44,0,0,28.57958104,77.21447182
621.35 s, -3.22 , 9.84 , 2.83,0,0,28.57958104,77.21447182
621.38 s, -2.49 , 11.22 , 3.56,0,0,28.57958104,77.21447182
621.4110000000001 s, -1.34 , 4.4 , 4.86,0,0,28.57958104,77.21447182
621.441 s, -3.56 , 1.49 , 3.83,0,0,28.57958104,77.21447182
621.472 s, -4.67 , 8.19 , 1.34,0,0,28.57958104,77.21447182
621.5020000000001 s, -0.11 , 9.91 , 2.79,0,0,28.57958104,77.21447182
621.533 s, 0.11 , 9.15 , 4.36,0,0,28.57958104,77.21447182
621.563 s, -1.3800000000000001 , 7.54 , 4.86,0,0,28.57958104,77.21447182
621.594 s, -2.34 , 4.13 , 5.63,0,0,28.57958104,77.21447182
621.624 s, -4.36 , 7.96 , 5.09,0,0,28.57958104,77.21447182
621.655 s, -2.34 , 13.13 , 5.74,0,0,28.57958104,77.21447182
621.6850000000001 s, 0.92 , 9.57 , 8.42,0,0,28.57958104,77.21447182
621.722 s, -0.15 , 5.97 , 8.5,0,0,28.57958104,77.21447182
621.7520000000001 s, 0.31 , 4.59 , 7.01,0,0,28.57958104,77.21447182
621.783 s, 0.38 , 5.32 , 4.98,0,0,28.57958104,77.21447182
621.813 s, 0.08 , 7.73 , 2.91,0,0,28.57958104,77.21447182
621.844 s, 1.34 , 8.73 , 3.29,0,0,28.57958104,77.21447182
621.874 s, 2.6 , 7.46 , 5.28,0,0,28.57958104,77.21447182
621.905 s, 2.22 , 7.12 , 6.01,0,0,28.57958104,77.21447182
621.936 s, 1.34 , 6.55 , 6.390000000000001,0,0,28.57958104,77.21447182
621.966 s, 0.0 , 6.66 , 7.2,0,0,28.57958104,77.21447182
621.997 s, -2.18 , 12.52 , 7.2,0,0,28.57958104,77.21447182
622.028 s, 1.0 , 13.17 , 8.040000000000001,0,0,28.57958104,77.21447182
622.059 s, -1.1500000000000001 , 10.49 , 9.15,0,0,28.57958104,77.21447182
622.09 s, -1.53 , 8.96 , 10.41,0,0,28.57958104,77.21447182
622.12 s, -0.5 , 0.73 , 9.69,0,0,28.57958104,77.21447182
622.1510000000001 s, -2.5300000000000002 , 1.0 , 6.09,0,0,28.57958104,77.21447182
622.181 s, -1.34 , 6.32 , 3.98,0,0,28.57958104,77.21447182
622.214 s, 0.5700000000000001 , 10.370000000000001 , 3.06,0,0,28.57958104,77.21447182
622.245 s, 1.45 , 9.0 , 3.75,0,0,28.57958104,77.21447182
622.275 s, -0.5 , 11.6 , 4.5200000000000005,0,0,28.57958104,77.21447182
622.306 s, 1.3 , 13.4 , 5.74,0,0,28.57958104,77.21447182
622.336 s, 1.9100000000000001 , 5.78 , 7.24,0,0,28.57958104,77.21447182
622.367 s, -3.45 , 1.95 , 5.82,0,0,28.57958104,77.21447182
622.398 s, -5.67 , 7.46 , 3.14,0,0,28.57958104,77.21447182
622.428 s, -1.3800000000000001 , 10.76 , 3.02,0,0,28.57958104,77.21447182
622.4590000000001 s, 1.0 , 10.83 , 2.68,0,0,28.57958104,77.21447182
622.489 s, 0.11 , 7.92 , 3.48,0,0,28.57958104,77.21447182
622.52 s, -1.9100000000000001 , 5.47 , 5.97,0,0,28.57958104,77.21447182
622.5500000000001 s, -1.72 , 5.97 , 7.24,0,0,28.57958104,77.21447182
622.581 s, -0.31 , 7.2700000000000005 , 6.09,0,0,28.57958104,77.21447182
622.611 s, -0.15 , 8.35 , 5.05,0,0,28.57958104,77.21447182
622.642 s, -0.77 , 9.65 , 5.17,0,0,28.57958104,77.21447182
622.673 s, -1.45 , 9.0 , 4.86,0,0,28.57958104,77.21447182
622.7040000000001 s, -1.49 , 6.58 , 4.5600000000000005,0,0,28.57958104,77.21447182
622.734 s, -0.88 , 6.8100000000000005 , 4.0600000000000005,0,0,28.57958104,77.21447182
622.765 s, -0.04 , 8.8 , 3.83,0,0,28.57958104,77.21447182
622.796 s, 0.27 , 9.53 , 3.48,0,0,28.57958104,77.21447182
622.827 s, 0.6900000000000001 , 9.23 , 3.56,0,0,28.57958104,77.21447182
622.857 s, 1.3 , 7.890000000000001 , 5.01,0,0,28.57958104,77.21447182
622.888 s, 0.27 , 7.8100000000000005 , 5.63,0,0,28.57958104,77.21447182
622.918 s, -0.61 , 9.53 , 5.86,0,0,28.57958104,77.21447182
622.9490000000001 s, -0.19 , 9.03 , 7.58,0,0,28.57958104,77.21447182
622.98 s, -0.5700000000000001 , 6.05 , 8.120000000000001,0,0,28.57958104,77.21447182
623.01 s, -2.07 , 7.16 , 6.7,0,0,28.57958104,77.21447182
623.041 s, -2.37 , 10.6 , 5.93,0,0,28.57958104,77.21447182
623.071 s, -0.5700000000000001 , 6.51 , 6.47,0,0,28.57958104,77.21447182
623.102 s, -1.19 , 5.24 , 5.24,0,0,28.57958104,77.21447182
623.133 s, -0.96 , 8.0 , 4.63,0,0,28.57958104,77.21447182
623.163 s, -0.04 , 9.07 , 4.75,0,0,28.57958104,77.21447182
623.194 s, 0.23 , 5.82 , 4.82,0,0,28.57958104,77.21447182
623.225 s, -0.8 , 7.73 , 4.25,0,0,28.57958104,77.21447182
623.255 s, -1.0 , 11.290000000000001 , 4.29,0,0,28.57958104,77.21447182
623.2860000000001 s, -0.92 , 7.08 , 5.05,0,0,28.57958104,77.21447182
623.316 s, -3.79 , 10.11 , 4.13,0,0,28.57958104,77.21447182
623.347 s, -2.37 , 10.8 , 4.29,0,0,28.57958104,77.21447182
623.378 s, 0.11 , 4.86 , 6.390000000000001,0,0,28.57958104,77.21447182
623.409 s, -0.11 , 4.63 , 8.77,0,0,28.57958104,77.21447182
623.439 s, -0.96 , 8.92 , 7.92,0,0,28.57958104,77.21447182
623.47 s, -0.8 , 8.0 , 6.3500000000000005,0,0,28.57958104,77.21447182
623.501 s, -1.95 , 5.78 , 5.17,0,0,28.57958104,77.21447182
623.532 s, -1.8800000000000001 , 6.390000000000001 , 4.1,0,0,28.57958104,77.21447182
623.562 s, -0.88 , 7.58 , 4.0600000000000005,0,0,28.57958104,77.21447182
623.593 s, -1.0 , 7.96 , 4.33,0,0,28.57958104,77.21447182
623.623 s, -0.77 , 7.3500000000000005 , 5.13,0,0,28.57958104,77.21447182
623.654 s, 0.27 , 7.46 , 6.3500000000000005,0,0,28.57958104,77.21447182
623.684 s, 0.8 , 7.8500000000000005 , 7.66,0,0,28.57958104,77.21447182
623.715 s, 0.42 , 8.120000000000001 , 8.31,0,0,28.57958104,77.21447182
623.758 s, -0.92 , 5.47 , 8.5,0,0,28.57958104,77.21447182
623.788 s, -2.3000000000000003 , 5.63 , 7.890000000000001,0,0,28.57958104,77.21447182
623.819 s, -1.22 , 8.040000000000001 , 8.0,0,0,28.57958104,77.21447182
623.849 s, -0.38 , 8.31 , 8.42,0,0,28.57958104,77.21447182
623.88 s, -1.1500000000000001 , 5.93 , 8.77,0,0,28.57958104,77.21447182
623.9110000000001 s, -1.3 , 5.13 , 8.96,0,0,28.57958104,77.21447182
623.941 s, -0.92 , 6.13 , 8.35,0,0,28.57958104,77.21447182
623.972 s, -1.1500000000000001 , 6.2 , 7.2,0,0,28.57958104,77.21447182
624.0020000000001 s, -1.61 , 5.51 , 6.32,0,0,28.57958104,77.21447182
624.033 s, -2.3000000000000003 , 6.05 , 5.82,0,0,28.57958104,77.21447182
624.064 s, -2.72 , 8.23 , 5.09,0,0,28.57958104,77.21447182
624.094 s, -1.61 , 7.73 , 5.63,0,0,28.57958104,77.21447182
624.125 s, -1.19 , 6.47 , 6.890000000000001,0,0,28.57958104,77.21447182
624.1560000000001 s, -0.34 , 6.47 , 7.04,0,0,28.57958104,77.21447182
624.188 s, 0.54 , 7.08 , 6.55,0,0,28.57958104,77.21447182
624.22 s, 0.27 , 7.58 , 5.86,0,0,28.57958104,77.21447182
624.251 s, -0.46 , 7.7700000000000005 , 5.36,0,0,28.57958104,77.21447182
624.2810000000001 s, -1.49 , 8.19 , 5.01,0,0,28.57958104,77.21447182
624.312 s, -1.19 , 8.08 , 4.98,0,0,28.57958104,77.21447182
624.342 s, 0.08 , 6.47 , 5.9,0,0,28.57958104,77.21447182
624.373 s, 0.23 , 6.93 , 6.47,0,0,28.57958104,77.21447182
624.403 s, 0.38 , 8.8 , 6.16,0,0,28.57958104,77.21447182
624.434 s, 0.77 , 8.35 , 5.97,0,0,28.57958104,77.21447182
624.465 s, -0.31 , 7.04 , 6.05,0,0,28.57958104,77.21447182
624.495 s, -0.61 , 7.08 , 6.66,0,0,28.57958104,77.21447182
624.5260000000001 s, -0.11 , 8.08 , 7.3100000000000005,0,0,28.57958104,77.21447182
624.556 s, -0.23 , 8.040000000000001 , 7.24,0,0,28.57958104,77.21447182
624.587 s, -0.46 , 7.390000000000001 , 6.43,0,0,28.57958104,77.21447182
624.618 s, -0.04 , 6.890000000000001 , 6.32,0,0,28.57958104,77.21447182
624.648 s, -0.5700000000000001 , 9.07 , 6.2,0,0,28.57958104,77.21447182
624.679 s, -0.77 , 9.07 , 5.36,0,0,28.57958104,77.21447182
624.7090000000001 s, -0.73 , 5.97 , 4.94,0,0,28.57958104,77.21447182
624.748 s, -0.11 , 7.01 , 4.98,0,0,28.57958104,77.21447182
624.778 s, 0.27 , 8.5 , 5.17,0,0,28.57958104,77.21447182
624.809 s, -0.5700000000000001 , 6.62 , 4.86,0,0,28.57958104,77.21447182
624.84 s, -2.07 , 6.47 , 4.86,0,0,28.57958104,77.21447182
624.87 s, -1.6500000000000001 , 9.26 , 4.94,0,0,28.57958104,77.21447182
624.9010000000001 s, -1.07 , 7.5 , 5.4,0,0,28.57958104,77.21447182
624.932 s, -1.8800000000000001 , 6.93 , 6.01,0,0,28.57958104,77.21447182
624.963 s, 0.6900000000000001 , 7.92 , 7.66,0,0,28.57958104,77.21447182
624.993 s, 2.2600000000000002 , 7.69 , 7.8500000000000005,0,0,28.57958104,77.21447182
625.024 s, 1.03 , 7.96 , 6.05,0,0,28.57958104,77.21447182
625.054 s, 0.31 , 7.62 , 5.44,0,0,28.57958104,77.21447182
625.085 s, -1.0 , 8.0 , 5.09,0,0,28.57958104,77.21447182
625.116 s, -1.42 , 8.0 , 5.59,0,0,28.57958104,77.21447182
625.146 s, -0.31 , 6.51 , 7.3500000000000005,0,0,28.57958104,77.21447182
625.177 s, 0.04 , 7.2700000000000005 , 8.08,0,0,28.57958104,77.21447182
625.2090000000001 s, -0.19 , 9.03 , 7.2,0,0,28.57958104,77.21447182
625.24 s, -0.11 , 7.58 , 7.08,0,0,28.57958104,77.21447182
625.27 s, -0.73 , 6.93 , 6.8100000000000005,0,0,28.57958104,77.21447182
625.301 s, -0.92 , 7.73 , 6.05,0,0,28.57958104,77.21447182
625.331 s, -0.96 , 8.040000000000001 , 5.59,0,0,28.57958104,77.21447182
625.362 s, -1.3800000000000001 , 7.16 , 5.67,0,0,28.57958104,77.21447182
625.392 s, -1.3800000000000001 , 6.43 , 5.82,0,0,28.57958104,77.21447182
625.423 s, -1.1500000000000001 , 6.97 , 5.55,0,0,28.57958104,77.21447182
625.4540000000001 s, -1.49 , 8.35 , 5.13,0,0,28.57958104,77.21447182
625.484 s, -1.76 , 8.35 , 4.79,0,0,28.57958104,77.21447182
625.515 s, -1.95 , 5.78 , 4.5600000000000005,0,0,28.57958104,77.21447182
625.546 s, -1.45 , 7.3100000000000005 , 4.1,0,0,28.57958104,77.21447182
625.577 s, 0.34 , 8.040000000000001 , 4.82,0,0,28.57958104,77.21447182
625.6080000000001 s, -0.34 , 5.82 , 4.98,0,0,28.57958104,77.21447182
625.639 s, -1.8800000000000001 , 5.59 , 5.01,0,0,28.57958104,77.21447182
625.67 s, -1.84 , 9.57 , 5.36,0,0,28.57958104,77.21447182
625.7 s, -0.77 , 8.42 , 6.3500000000000005,0,0,28.57958104,77.21447182
625.731 s, -1.76 , 6.74 , 6.93,0,0,28.57958104,77.21447182
625.772 s, -0.04 , 8.0 , 8.42,0,0,28.57958104,77.21447182
625.803 s, 1.42 , 6.74 , 8.73,0,0,28.57958104,77.21447182
625.833 s, 0.61 , 7.08 , 7.62,0,0,28.57958104,77.21447182
625.864 s, 0.5700000000000001 , 8.69 , 6.51,0,0,28.57958104,77.21447182
625.894 s, 0.23 , 8.040000000000001 , 5.9,0,0,28.57958104,77.21447182
625.9250000000001 s, -0.54 , 7.12 , 5.4,0,0,28.57958104,77.21447182
625.955 s, 0.54 , 7.16 , 5.63,0,0,28.57958104,77.21447182
625.986 s, 1.26 , 8.040000000000001 , 6.09,0,0,28.57958104,77.21447182
626.017 s, 0.23 , 8.69 , 5.82,0,0,28.57958104,77.21447182
626.047 s, -0.54 , 7.2 , 6.2,0,0,28.57958104,77.21447182
626.078 s, -1.49 , 6.7 , 6.74,0,0,28.57958104,77.21447182
626.1080000000001 s, -1.0 , 6.47 , 7.08,0,0,28.57958104,77.21447182
626.139 s, -1.3 , 6.8100000000000005 , 6.97,0,0,28.57958104,77.21447182
626.17 s, -1.8 , 7.2 , 6.7,0,0,28.57958104,77.21447182
626.202 s, -1.26 , 6.93 , 6.93,0,0,28.57958104,77.21447182
626.232 s, -0.96 , 6.09 , 7.2,0,0,28.57958104,77.21447182
626.263 s, -1.45 , 8.27 , 6.390000000000001,0,0,28.57958104,77.21447182
626.294 s, -0.77 , 7.890000000000001 , 6.01,0,0,28.57958104,77.21447182
626.3240000000001 s, -0.54 , 6.05 , 6.16,0,0,28.57958104,77.21447182
626.355 s, -0.23 , 6.62 , 6.05,0,0,28.57958104,77.21447182
626.386 s, 0.08 , 7.04 , 5.7,0,0,28.57958104,77.21447182
626.417 s, -0.11 , 6.09 , 5.4,0,0,28.57958104,77.21447182
626.447 s, -0.65 , 6.74 , 5.21,0,0,28.57958104,77.21447182
626.4780000000001 s, -0.27 , 8.38 , 5.36,0,0,28.57958104,77.21447182
626.508 s, -0.23 , 8.5 , 6.16,0,0,28.57958104,77.21447182
626.539 s, -0.27 , 7.43 , 7.62,0,0,28.57958104,77.21447182
626.569 s, -0.08 , 6.28 , 9.11,0,0,28.57958104,77.21447182
626.6 s, -0.15 , 6.09 , 8.77,0,0,28.57958104,77.21447182
626.631 s, -0.61 , 6.3500000000000005 , 6.58,0,0,28.57958104,77.21447182
626.6610000000001 s, -0.6900000000000001 , 6.58 , 5.01,0,0,28.57958104,77.21447182
626.692 s, -0.38 , 7.8100000000000005 , 4.75,0,0,28.57958104,77.21447182
626.722 s, -0.04 , 7.3500000000000005 , 5.55,0,0,28.57958104,77.21447182
626.7570000000001 s, 0.31 , 6.51 , 6.66,0,0,28.57958104,77.21447182
626.788 s, 0.92 , 7.7700000000000005 , 7.24,0,0,28.57958104,77.21447182
626.818 s, 1.11 , 8.120000000000001 , 7.58,0,0,28.57958104,77.21447182
626.849 s, 0.42 , 6.890000000000001 , 7.96,0,0,28.57958104,77.21447182
626.879 s, -0.34 , 6.58 , 8.35,0,0,28.57958104,77.21447182
626.91 s, -0.8 , 7.12 , 8.84,0,0,28.57958104,77.21447182
626.941 s, -1.19 , 6.13 , 8.73,0,0,28.57958104,77.21447182
626.971 s, -1.3800000000000001 , 5.93 , 8.120000000000001,0,0,28.57958104,77.21447182
627.0020000000001 s, -0.6900000000000001 , 6.97 , 7.46,0,0,28.57958104,77.21447182
627.034 s, -0.5 , 7.8100000000000005 , 6.47,0,0,28.57958104,77.21447182
627.064 s, -0.5 , 7.7700000000000005 , 5.47,0,0,28.57958104,77.21447182
627.095 s, -0.08 , 6.09 , 5.44,0,0,28.57958104,77.21447182
627.125 s, 0.23 , 6.13 , 5.47,0,0,28.57958104,77.21447182
627.1560000000001 s, 0.23 , 6.8100000000000005 , 4.9,0,0,28.57958104,77.21447182
627.189 s, -0.54 , 5.13 , 4.5200000000000005,0,0,28.57958104,77.21447182
627.22 s, -1.76 , 6.05 , 4.67,0,0,28.57958104,77.21447182
627.25 s, -1.07 , 8.84 , 5.17,0,0,28.57958104,77.21447182
627.2810000000001 s, -0.23 , 8.23 , 5.9,0,0,28.57958104,77.21447182
627.311 s, -0.11 , 6.97 , 7.04,0,0,28.57958104,77.21447182
627.342 s, 1.07 , 5.67 , 9.07,0,0,28.57958104,77.21447182
627.373 s, 1.45 , 5.13 , 9.88,0,0,28.57958104,77.21447182
627.403 s, -0.23 , 6.8100000000000005 , 8.8,0,0,28.57958104,77.21447182
627.434 s, -0.65 , 7.3100000000000005 , 7.7700000000000005,0,0,28.57958104,77.21447182
627.464 s, -1.57 , 6.390000000000001 , 7.66,0,0,28.57958104,77.21447182
627.495 s, -1.95 , 5.32 , 8.96,0,0,28.57958104,77.21447182
627.5260000000001 s, -0.73 , 4.4 , 9.69,0,0,28.57958104,77.21447182
627.556 s, -0.04 , 6.47 , 8.73,0,0,28.57958104,77.21447182
627.587 s, 0.11 , 6.890000000000001 , 7.3100000000000005,0,0,28.57958104,77.21447182
627.617 s, -0.31 , 6.2 , 6.58,0,0,28.57958104,77.21447182
627.648 s, -0.92 , 6.390000000000001 , 5.9,0,0,28.57958104,77.21447182
627.679 s, -1.11 , 6.43 , 6.32,0,0,28.57958104,77.21447182
627.71 s, -1.22 , 5.86 , 7.7700000000000005,0,0,28.57958104,77.21447182
627.74 s, -1.6500000000000001 , 5.78 , 8.58,0,0,28.57958104,77.21447182
627.782 s, -0.11 , 5.36 , 9.26,0,0,28.57958104,77.21447182
627.813 s, 0.84 , 5.09 , 8.040000000000001,0,0,28.57958104,77.21447182
627.843 s, -0.23 , 4.29 , 6.47,0,0,28.57958104,77.21447182
627.874 s, -2.3000000000000003 , 7.24 , 5.05,0,0,28.57958104,77.21447182
627.905 s, -3.75 , 10.950000000000001 , 3.87,0,0,28.57958104,77.21447182
627.9350000000001 s, -2.95 , 8.08 , 4.0600000000000005,0,0,28.57958104,77.21447182
627.966 s, -0.34 , 4.21 , 6.3500000000000005,0,0,28.57958104,77.21447182
627.996 s, 2.37 , 5.05 , 8.88,0,0,28.57958104,77.21447182
628.027 s, 2.14 , 6.78 , 9.69,0,0,28.57958104,77.21447182
628.057 s, 0.04 , 6.7 , 8.31,0,0,28.57958104,77.21447182
628.088 s, -1.8 , 5.05 , 7.390000000000001,0,0,28.57958104,77.21447182
628.119 s, -3.06 , 4.21 , 7.92,0,0,28.57958104,77.21447182
628.149 s, -2.68 , 4.44 , 9.69,0,0,28.57958104,77.21447182
628.1800000000001 s, -1.76 , 5.24 , 10.68,0,0,28.57958104,77.21447182
628.211 s, -0.84 , 6.3500000000000005 , 10.07,0,0,28.57958104,77.21447182
628.242 s, 0.08 , 5.55 , 9.07,0,0,28.57958104,77.21447182
628.272 s, 0.15 , 5.32 , 7.46,0,0,28.57958104,77.21447182
628.303 s, 0.0 , 6.58 , 5.47,0,0,28.57958104,77.21447182
628.333 s, 0.15 , 7.390000000000001 , 4.48,0,0,28.57958104,77.21447182
628.364 s, -0.34 , 7.12 , 5.17,0,0,28.57958104,77.21447182
628.395 s, -1.07 , 6.58 , 6.16,0,0,28.57958104,77.21447182
628.426 s, -1.34 , 5.63 , 7.54,0,0,28.57958104,77.21447182
628.457 s, -1.1500000000000001 , 5.4 , 9.3,0,0,28.57958104,77.21447182
628.487 s, -1.26 , 6.13 , 10.34,0,0,28.57958104,77.21447182
628.518 s, -1.34 , 5.4 , 9.53,0,0,28.57958104,77.21447182
628.549 s, -1.95 , 6.05 , 7.73,0,0,28.57958104,77.21447182
628.5790000000001 s, -1.9100000000000001 , 6.62 , 6.390000000000001,0,0,28.57958104,77.21447182
628.61 s, -0.88 , 5.47 , 5.9,0,0,28.57958104,77.21447182
628.64 s, -0.5700000000000001 , 5.63 , 5.74,0,0,28.57958104,77.21447182
628.671 s, -1.0 , 5.32 , 5.59,0,0,28.57958104,77.21447182
628.701 s, -1.45 , 5.32 , 6.01,0,0,28.57958104,77.21447182
628.732 s, -1.72 , 5.86 , 6.55,0,0,28.57958104,77.21447182
628.777 s, -1.68 , 7.69 , 7.08,0,0,28.57958104,77.21447182
628.808 s, -0.19 , 6.09 , 8.77,0,0,28.57958104,77.21447182
628.838 s, 0.23 , 5.67 , 9.91,0,0,28.57958104,77.21447182
628.869 s, 0.61 , 6.28 , 9.8,0,0,28.57958104,77.21447182
628.9 s, 0.42 , 7.12 , 8.35,0,0,28.57958104,77.21447182
628.9300000000001 s, 0.15 , 6.74 , 7.24,0,0,28.57958104,77.21447182
628.961 s, -0.6900000000000001 , 3.48 , 7.08,0,0,28.57958104,77.21447182
628.991 s, -2.79 , 5.7 , 5.47,0,0,28.57958104,77.21447182
629.023 s, 0.04 , 7.54 , 6.09,0,0,28.57958104,77.21447182
629.053 s, 1.34 , 5.44 , 8.15,0,0,28.57958104,77.21447182
629.0840000000001 s, -0.27 , 7.3100000000000005 , 7.54,0,0,28.57958104,77.21447182
629.115 s, -0.31 , 6.55 , 8.040000000000001,0,0,28.57958104,77.21447182
629.145 s, -0.6900000000000001 , 6.890000000000001 , 8.5,0,0,28.57958104,77.21447182
629.176 s, -0.34 , 6.3500000000000005 , 9.0,0,0,28.57958104,77.21447182
629.208 s, -1.03 , 6.3500000000000005 , 8.46,0,0,28.57958104,77.21447182
629.239 s, -0.88 , 6.93 , 7.73,0,0,28.57958104,77.21447182
629.27 s, -0.73 , 6.01 , 7.5,0,0,28.57958104,77.21447182
629.3000000000001 s, -1.6500000000000001 , 5.93 , 6.93,0,0,28.57958104,77.21447182
629.331 s, -1.84 , 7.16 , 5.97,0,0,28.57958104,77.21447182
629.361 s, -0.34 , 6.13 , 6.16,0,0,28.57958104,77.21447182
629.392 s, -0.15 , 4.36 , 6.43,0,0,28.57958104,77.21447182
629.423 s, -1.1500000000000001 , 5.55 , 5.28,0,0,28.57958104,77.21447182
629.453 s, -1.03 , 6.43 , 4.67,0,0,28.57958104,77.21447182
629.484 s, -1.19 , 6.93 , 5.4,0,0,28.57958104,77.21447182
629.514 s, -1.72 , 8.27 , 5.59,0,0,28.57958104,77.21447182
629.545 s, -0.96 , 7.08 , 6.78,0,0,28.57958104,77.21447182
629.575 s, -0.31 , 5.7 , 9.42,0,0,28.57958104,77.21447182
629.606 s, 0.88 , 5.86 , 10.07,0,0,28.57958104,77.21447182
629.6370000000001 s, 1.8 , 6.390000000000001 , 9.42,0,0,28.57958104,77.21447182
629.667 s, 1.1500000000000001 , 5.82 , 7.8500000000000005,0,0,28.57958104,77.21447182
629.698 s, 0.11 , 6.8100000000000005 , 5.21,0,0,28.57958104,77.21447182
629.7280000000001 s, -0.38 , 6.16 , 4.4,0,0,28.57958104,77.21447182
629.759 s, -0.5 , 5.4 , 6.01,0,0,28.57958104,77.21447182
629.79 s, -0.15 , 6.390000000000001 , 8.120000000000001,0,0,28.57958104,77.21447182
629.82 s, -0.08 , 5.74 , 10.03,0,0,28.57958104,77.21447182
629.851 s, -0.54 , 5.86 , 9.8,0,0,28.57958104,77.21447182
629.8820000000001 s, 1.03 , 7.73 , 9.76,0,0,28.57958104,77.21447182
629.913 s, 0.08 , 9.49 , 10.64,0,0,28.57958104,77.21447182
629.944 s, -2.6 , 13.86 , 9.07,0,0,28.57958104,77.21447182
629.974 s, 1.34 , 4.29 , 10.11,0,0,28.57958104,77.21447182
630.005 s, 3.29 , -1.11 , 11.25,0,0,28.57958104,77.21447182
630.035 s, 1.9100000000000001 , 3.45 , 9.0,0,0,28.57958104,77.21447182
630.066 s, 1.8800000000000001 , 3.52 , 6.390000000000001,0,0,28.57958104,77.21447182
630.097 s, 0.04 , 2.41 , 4.71,0,0,28.57958104,77.21447182
630.1270000000001 s, -1.26 , 2.34 , 3.71,0,0,28.57958104,77.21447182
630.158 s, -2.11 , 3.22 , 4.13,0,0,28.57958104,77.21447182
630.191 s, -3.52 , 6.05 , 3.56,0,0,28.57958104,77.21447182
630.222 s, -4.25 , 6.890000000000001 , 3.71,0,0,28.57958104,77.21447182
630.253 s, -5.47 , 10.03 , 4.17,0,0,28.57958104,77.21447182
630.283 s, -2.68 , 8.8 , 6.74,0,0,28.57958104,77.21447182
630.314 s, 2.2600000000000002 , 6.2 , 10.57,0,0,28.57958104,77.21447182
630.345 s, 2.72 , 6.390000000000001 , 13.02,0,0,28.57958104,77.21447182
630.375 s, 2.3000000000000003 , 4.25 , 12.14,0,0,28.57958104,77.21447182
630.4060000000001 s, 2.14 , 4.0600000000000005 , 8.96,0,0,28.57958104,77.21447182
630.436 s, 1.95 , 6.13 , 7.16,0,0,28.57958104,77.21447182
630.467 s, 1.6500000000000001 , 8.46 , 5.82,0,0,28.57958104,77.21447182
630.498 s, -0.42 , 6.51 , 5.78,0,0,28.57958104,77.21447182
630.528 s, -2.22 , 4.75 , 8.77,0,0,28.57958104,77.21447182
630.559 s, -0.96 , 4.48 , 13.48,0,0,28.57958104,77.21447182
630.591 s, 0.65 , 5.4 , 13.21,0,0,28.57958104,77.21447182
630.621 s, 0.65 , 6.890000000000001 , 10.49,0,0,28.57958104,77.21447182
630.652 s, -0.08 , 6.58 , 8.69,0,0,28.57958104,77.21447182
630.683 s, -1.07 , 5.13 , 7.390000000000001,0,0,28.57958104,77.21447182
630.713 s, -1.9100000000000001 , 4.36 , 6.16,0,0,28.57958104,77.21447182
630.744 s, -2.14 , 5.82 , 5.32,0,0,28.57958104,77.21447182
630.774 s, -1.3 , 8.15 , 5.09,0,0,28.57958104,77.21447182
630.812 s, 1.03 , 8.65 , 5.21,0,0,28.57958104,77.21447182
630.843 s, 0.08 , 1.07 , 5.4,0,0,28.57958104,77.21447182
630.873 s, -6.43 , 3.14 , 4.21,0,0,28.57958104,77.21447182
630.904 s, -3.45 , 10.07 , 2.7600000000000002,0,0,28.57958104,77.21447182
630.934 s, 3.33 , 4.75 , 6.43,0,0,28.57958104,77.21447182
630.965 s, 0.46 , 7.24 , 5.44,0,0,28.57958104,77.21447182
630.995 s, -0.27 , 7.16 , 5.74,0,0,28.57958104,77.21447182
631.0260000000001 s, -0.6900000000000001 , 6.8500000000000005 , 5.78,0,0,28.57958104,77.21447182
