time,x-axis,y-axis,z-axis,Event1,Event2, ,

442.714 s,0.61,3.37,9.35,0,0,28.64682741,77.33281556

442.73400000000004 s,0.31,2.91,9.65,0,0,28.64682741,77.33281556

442.754 s,-0.46,1.99,8.89,0,0,28.64682741,77.33281556

442.774 s,-0.46,1.99,8.89,0,0,28.64682741,77.33281556

442.794 s,-0.77,1.38,8.73,0,0,28.64682741,77.33281556

442.814 s,-0.77,1.38,8.73,0,0,28.64682741,77.33281556

442.834 s,-0.77,1.84,9.35,0,0,28.64682741,77.33281556

442.854 s,-0.46,2.45,9.35,0,0,28.64682741,77.33281556

442.874 s,-0.46,2.45,9.35,0,0,28.64682741,77.33281556

442.894 s,-0.15,2.6,9.04,0,0,28.64682741,77.33281556

442.914 s,0.15,2.45,9.04,0,0,28.64682741,77.33281556

442.934 s,0.15,2.45,9.04,0,0,28.64682741,77.33281556

442.954 s,0.15,2.45,9.04,0,0,28.64682741,77.33281556

442.974 s,0.15,2.45,9.04,0,0,28.64682741,77.33281556

442.994 s,0.15,2.3,8.89,0,0,28.64682741,77.33281556

443.014 s,-0.46,1.99,9.5,0,0,28.64682741,77.33281556

443.034 s,-0.46,1.99,9.5,0,0,28.64682741,77.33281556

443.05400000000003 s,-0.77,1.69,9.5,0,0,28.64682741,77.33281556

443.074 s,-0.77,1.69,9.5,0,0,28.64682741,77.33281556

443.094 s,-0.77,1.69,9.04,0,0,28.64682741,77.33281556

443.119 s,-0.46,2.15,8.89,0,0,28.64682741,77.33281556

443.137 s,-0.46,2.15,8.89,0,0,28.64682741,77.33281556

443.156 s,-0.15,2.45,8.58,0,0,28.64682741,77.33281556

443.175 s,0.15,2.76,8.73,0,0,28.64682741,77.33281556

443.197 s,0.15,2.76,8.73,0,0,28.64682741,77.33281556

443.214 s,0.15,2.91,9.35,0,0,28.64682741,77.33281556

443.245 s,0.15,2.6,9.35,0,0,28.64682741,77.33281556

443.274 s,-0.31,2.45,8.89,0,0,28.64683748,77.33286403

443.3 s,-0.31,2.45,8.89,0,0,28.64683748,77.33286403

443.317 s,-0.31,2.45,9.04,0,0,28.64683748,77.33286403

443.34000000000003 s,0.15,2.45,8.73,0,0,28.64683748,77.33286403

443.356 s,0.15,2.45,8.73,0,0,28.64683748,77.33286403

443.374 s,0.31,2.6,8.73,0,0,28.64683748,77.33286403

443.394 s,0.31,2.6,8.73,0,0,28.64683748,77.33286403

443.414 s,0.31,2.6,9.35,0,0,28.64683748,77.33286403

443.434 s,0.15,2.3,9.35,0,0,28.64683748,77.33286403

443.454 s,0.15,2.3,9.35,0,0,28.64683748,77.33286403

443.474 s,-0.31,1.99,9.19,0,0,28.64683748,77.33286403

443.494 s,-0.77,1.99,9.19,0,0,28.64683748,77.33286403

443.514 s,-0.77,1.99,9.19,0,0,28.64683748,77.33286403

443.534 s,-0.61,2.6,9.04,0,0,28.64683748,77.33286403

443.55400000000003 s,-0.61,2.6,9.04,0,0,28.64683748,77.33286403

443.574 s,-0.31,2.91,8.73,0,0,28.64683748,77.33286403

443.594 s,-0.15,2.91,8.58,0,0,28.64683748,77.33286403

443.61400000000003 s,-0.15,2.91,8.58,0,0,28.64683748,77.33286403

443.634 s,-0.15,2.91,8.89,0,0,28.64683748,77.33286403

443.654 s,-0.15,2.91,8.89,0,0,28.64683748,77.33286403

443.67400000000004 s,0.15,3.22,9.04,0,0,28.64683748,77.33286403

443.694 s,0.15,2.91,8.89,0,0,28.64683748,77.33286403

443.714 s,0.15,2.91,8.89,0,0,28.64683748,77.33286403

443.73400000000004 s,0.15,2.76,8.73,0,0,28.64683748,77.33286403

443.754 s,0.15,2.6,8.58,0,0,28.64683748,77.33286403

443.774 s,0.15,2.6,8.58,0,0,28.64683748,77.33286403

443.794 s,0.15,2.76,9.04,0,0,28.64683748,77.33286403

443.814 s,0.15,2.76,9.04,0,0,28.64683748,77.33286403

443.834 s,0.15,2.91,9.19,0,0,28.64683748,77.33286403

443.854 s,0.31,2.76,8.89,0,0,28.64683748,77.33286403

443.874 s,0.31,2.76,8.89,0,0,28.64683748,77.33286403

443.894 s,0.15,2.76,8.73,0,0,28.64683748,77.33286403

443.914 s,0.15,2.76,8.73,0,0,28.64683748,77.33286403

443.934 s,0.15,2.76,8.73,0,0,28.64683748,77.33286403

443.966 s,0.15,2.91,9.19,0,0,28.64683748,77.33286403

443.996 s,0.15,2.76,9.19,0,0,28.64683748,77.33286403

444.014 s,0.15,2.76,9.04,0,0,28.64683748,77.33286403

444.034 s,0.15,2.76,9.04,0,0,28.64683748,77.33286403

444.05400000000003 s,0.15,2.76,8.89,0,0,28.64683748,77.33286403

444.074 s,0.15,2.76,8.89,0,0,28.64683748,77.33286403

444.094 s,-0.15,2.76,8.89,0,0,28.64683748,77.33286403

444.119 s,-0.46,2.76,8.73,0,0,28.64683748,77.33286403

444.137 s,-0.46,2.76,8.73,0,0,28.64683748,77.33286403

444.156 s,-0.31,3.22,8.89,0,0,28.64683748,77.33286403

444.175 s,-0.31,3.52,9.04,0,0,28.64683748,77.33286403

444.197 s,-0.31,3.52,9.04,0,0,28.64683748,77.33286403

444.214 s,0.15,3.37,8.43,0,0,28.64683748,77.33286403

444.244 s,0.46,3.22,8.27,0,0,28.64683748,77.33286403

444.278 s,0.77,3.52,8.27,0,0,28.64683748,77.33286403

444.293 s,0.77,3.52,8.27,0,0,28.64683748,77.33286403

444.31600000000003 s,0.61,3.37,8.73,0,0,28.64683748,77.33286403

444.339 s,0.31,3.52,9.04,0,0,28.64683748,77.33286403

444.356 s,0.31,3.52,9.04,0,0,28.64683748,77.33286403

444.374 s,0.31,3.37,8.89,0,0,28.64683748,77.33286403

444.394 s,0.31,3.37,8.89,0,0,28.64683748,77.33286403

444.414 s,0.46,3.22,8.58,0,0,28.64683748,77.33286403

444.434 s,0.61,3.52,8.27,0,0,28.64683748,77.33286403

444.454 s,0.61,3.52,8.27,0,0,28.64683748,77.33286403

444.474 s,0.46,3.52,8.58,0,0,28.64683748,77.33286403

444.494 s,0.31,3.83,8.58,0,0,28.64683748,77.33286403

444.514 s,0.31,3.83,8.58,0,0,28.64683748,77.33286403

444.534 s,0.31,3.83,8.89,0,0,28.64683748,77.33286403

444.55400000000003 s,0.31,3.83,8.89,0,0,28.64683748,77.33286403

444.574 s,0.15,3.98,8.73,0,0,28.64683748,77.33286403

444.594 s,0.46,3.83,8.58,0,0,28.64683748,77.33286403

444.61400000000003 s,0.46,3.83,8.58,0,0,28.64683748,77.33286403

444.646 s,0.46,3.68,8.27,0,0,28.64683748,77.33286403

444.676 s,0.46,3.98,8.27,0,0,28.64683748,77.33286403

444.694 s,0.31,3.52,8.27,0,0,28.64683748,77.33286403

444.714 s,0.31,3.52,8.27,0,0,28.64683748,77.33286403

444.73400000000004 s,0.31,3.37,8.27,0,0,28.64683748,77.33286403

444.754 s,0.46,3.22,8.73,0,0,28.64683748,77.33286403

444.774 s,0.46,3.22,8.73,0,0,28.64683748,77.33286403

444.794 s,0.46,3.52,9.04,0,0,28.64683748,77.33286403

444.814 s,0.46,3.52,9.04,0,0,28.64683748,77.33286403

444.834 s,0.46,3.37,8.58,0,0,28.64683748,77.33286403

444.854 s,0.15,3.22,8.73,0,0,28.64683748,77.33286403

444.874 s,0.15,3.22,8.73,0,0,28.64683748,77.33286403

444.894 s,0.15,3.22,9.19,0,0,28.64683748,77.33286403

444.914 s,0.15,3.06,8.89,0,0,28.64683748,77.33286403

444.934 s,0.15,3.06,8.89,0,0,28.64683748,77.33286403

444.954 s,0.15,2.76,8.58,0,0,28.64683748,77.33286403

444.974 s,0.15,2.76,8.58,0,0,28.64683748,77.33286403

444.994 s,-0.15,2.91,8.58,0,0,28.64683748,77.33286403

445.014 s,-0.15,2.91,8.89,0,0,28.64683748,77.33286403

445.034 s,-0.15,2.91,8.89,0,0,28.64683748,77.33286403

445.05400000000003 s,-0.15,2.76,9.19,0,0,28.64683748,77.33286403

445.074 s,-0.15,2.76,8.73,0,0,28.64683748,77.33286403

445.094 s,-0.31,2.76,8.73,0,0,28.64683748,77.33286403

445.12 s,-0.31,2.6,8.58,0,0,28.64683748,77.33286403

445.137 s,-0.31,2.6,8.58,0,0,28.64683748,77.33286403

445.157 s,-0.31,2.76,8.73,0,0,28.64683748,77.33286403

445.176 s,-0.31,2.91,9.5,0,0,28.64683748,77.33286403

445.194 s,-0.31,2.91,9.5,0,0,28.64683748,77.33286403

445.214 s,-0.15,3.06,9.5,0,0,28.64683748,77.33286403

445.245 s,-0.31,2.76,8.58,0,0,28.64683748,77.33286403

445.274 s,-0.31,2.45,8.27,0,0,28.64683748,77.33286403

445.294 s,-0.31,2.45,8.27,0,0,28.64683748,77.33286403

445.322 s,-0.15,2.6,8.58,0,0,28.64683748,77.33286403

445.337 s,0.15,3.06,9.04,0,0,28.64683748,77.33286403

445.356 s,0.15,3.06,9.04,0,0,28.64683748,77.33286403

445.378 s,0.15,3.06,9.19,0,0,28.64683748,77.33286403

445.394 s,0.15,3.06,9.19,0,0,28.64683748,77.33286403

445.414 s,0.15,2.91,9.19,0,0,28.64683748,77.33286403

445.434 s,0.15,2.76,8.73,0,0,28.64683748,77.33286403

445.454 s,0.15,2.76,8.73,0,0,28.64683748,77.33286403

445.474 s,0.15,2.76,8.89,0,0,28.64683748,77.33286403

445.494 s,0.15,2.91,9.04,0,0,28.64683748,77.33286403

445.514 s,0.15,2.91,9.04,0,0,28.64683748,77.33286403

445.534 s,0.15,2.76,8.89,0,0,28.64683748,77.33286403

445.55400000000003 s,0.15,2.76,8.89,0,0,28.64683748,77.33286403

445.574 s,0.15,2.76,8.73,0,0,28.64683748,77.33286403

445.594 s,-0.15,2.6,9.04,0,0,28.64683748,77.33286403

445.61400000000003 s,-0.15,2.6,9.04,0,0,28.64683748,77.33286403

445.634 s,-0.15,2.3,8.73,0,0,28.64683748,77.33286403

445.654 s,-0.15,2.3,8.73,0,0,28.64683748,77.33286403

445.67400000000004 s,-0.15,2.6,8.58,0,0,28.64683748,77.33286403

445.694 s,-0.15,2.91,9.19,0,0,28.64683748,77.33286403

445.714 s,-0.15,2.91,9.19,0,0,28.64683748,77.33286403

445.73400000000004 s,-0.15,2.91,9.35,0,0,28.64683748,77.33286403

445.754 s,-0.15,2.6,9.35,0,0,28.64683748,77.33286403

445.774 s,-0.15,2.6,9.35,0,0,28.64683748,77.33286403

445.794 s,-0.31,2.6,8.89,0,0,28.64683748,77.33286403

445.814 s,-0.31,2.6,8.89,0,0,28.64683748,77.33286403

445.834 s,-0.15,2.6,8.73,0,0,28.64683748,77.33286403

445.854 s,-0.31,2.76,9.19,0,0,28.64683748,77.33286403

445.874 s,-0.31,2.76,9.19,0,0,28.64683748,77.33286403

445.894 s,-0.31,2.76,9.19,0,0,28.64683748,77.33286403

445.914 s,-0.15,2.6,8.73,0,0,28.64683748,77.33286403

445.934 s,-0.15,2.6,8.73,0,0,28.64683748,77.33286403

445.954 s,-0.31,2.6,8.27,0,0,28.64683748,77.33286403

445.981 s,-0.31,2.6,8.58,0,0,28.64683748,77.33286403

445.999 s,-0.31,2.6,8.58,0,0,28.64683748,77.33286403

446.02 s,-0.31,2.6,9.04,0,0,28.64683748,77.33286403

446.036 s,-0.31,2.6,9.04,0,0,28.64683748,77.33286403

446.05400000000003 s,-0.31,2.91,9.19,0,0,28.64683748,77.33286403

446.074 s,-0.31,2.91,9.19,0,0,28.64683748,77.33286403

446.094 s,0.15,3.06,9.19,0,0,28.64683748,77.33286403

446.12 s,0.15,2.91,9.04,0,0,28.64683748,77.33286403

446.135 s,0.15,2.91,9.04,0,0,28.64683748,77.33286403

446.158 s,0.15,2.76,8.89,0,0,28.64683748,77.33286403

446.176 s,0.15,2.6,9.19,0,0,28.64683748,77.33286403

446.194 s,0.15,2.6,9.19,0,0,28.64683748,77.33286403

446.214 s,-0.15,2.76,9.35,0,0,28.64683748,77.33286403

446.245 s,-0.15,2.6,9.04,0,0,28.64683748,77.33286403

446.26300000000003 s,-0.15,2.6,9.04,0,0,28.64683748,77.33286403

446.294 s,-0.15,2.45,8.43,0,0,28.6468497,77.33290555

446.314 s,-0.15,2.45,8.43,0,0,28.6468497,77.33290555

446.334 s,-0.15,2.6,8.73,0,0,28.6468497,77.33290555

446.354 s,-0.15,2.6,8.73,0,0,28.6468497,77.33290555

446.374 s,-0.46,2.76,9.04,0,0,28.6468497,77.33290555

446.394 s,-0.46,2.76,9.04,0,0,28.6468497,77.33290555

446.414 s,-0.61,2.91,9.35,0,0,28.6468497,77.33290555

446.434 s,-0.61,3.22,9.35,0,0,28.6468497,77.33290555

446.454 s,-0.61,3.22,9.35,0,0,28.6468497,77.33290555

446.474 s,-0.46,3.06,8.58,0,0,28.6468497,77.33290555

446.494 s,-0.15,2.91,8.27,0,0,28.6468497,77.33290555

446.514 s,-0.15,2.91,8.27,0,0,28.6468497,77.33290555

446.534 s,-0.15,3.06,8.73,0,0,28.6468497,77.33290555

446.55400000000003 s,-0.15,3.06,8.73,0,0,28.6468497,77.33290555

446.574 s,0.15,3.06,9.04,0,0,28.6468497,77.33290555

446.594 s,0.15,2.91,9.35,0,0,28.6468497,77.33290555

446.61400000000003 s,0.15,2.91,9.35,0,0,28.6468497,77.33290555

446.634 s,-0.15,2.45,8.89,0,0,28.6468497,77.33290555

446.66200000000003 s,-0.15,2.3,8.58,0,0,28.6468497,77.33290555

446.67900000000003 s,-0.15,2.3,8.58,0,0,28.6468497,77.33290555

446.7 s,0.15,2.6,8.73,0,0,28.6468497,77.33290555

446.718 s,0.15,2.6,8.73,0,0,28.6468497,77.33290555

446.73400000000004 s,0.46,2.91,9.04,0,0,28.6468497,77.33290555

446.754 s,0.31,3.06,9.04,0,0,28.6468497,77.33290555

446.774 s,0.31,3.06,9.04,0,0,28.6468497,77.33290555

446.794 s,0.31,2.76,8.58,0,0,28.6468497,77.33290555

446.814 s,0.31,2.76,8.58,0,0,28.6468497,77.33290555

446.834 s,0.31,2.6,8.73,0,0,28.6468497,77.33290555

446.854 s,-0.15,2.3,9.65,0,0,28.6468497,77.33290555

446.874 s,-0.15,2.3,9.65,0,0,28.6468497,77.33290555

446.894 s,-0.15,2.45,9.96,0,0,28.6468497,77.33290555

446.914 s,0.92,2.76,9.65,0,0,28.6468497,77.33290555

446.934 s,0.92,2.76,9.65,0,0,28.6468497,77.33290555

446.954 s,1.07,2.6,9.04,0,0,28.6468497,77.33290555

446.974 s,1.07,2.6,9.04,0,0,28.6468497,77.33290555

446.994 s,0.61,2.76,8.27,0,0,28.6468497,77.33290555

447.014 s,-0.15,3.52,8.12,0,0,28.6468497,77.33290555

447.034 s,-0.15,3.52,8.12,0,0,28.6468497,77.33290555

447.05400000000003 s,-1.38,2.3,7.97,0,0,28.6468497,77.33290555

447.074 s,-2.6,0.92,8.27,0,0,28.6468497,77.33290555

447.094 s,-2.6,0.92,8.27,0,0,28.6468497,77.33290555

447.119 s,-3.52,0.92,9.81,0,0,28.6468497,77.33290555

447.136 s,-3.52,0.92,9.81,0,0,28.6468497,77.33290555

447.159 s,-3.83,2.45,10.27,0,0,28.6468497,77.33290555

447.176 s,-1.38,3.37,9.04,0,0,28.6468497,77.33290555

447.196 s,-1.38,3.37,9.04,0,0,28.6468497,77.33290555

447.214 s,1.38,3.83,7.81,0,0,28.6468497,77.33290555

447.246 s,1.99,4.14,8.27,0,0,28.6468497,77.33290555

447.274 s,1.23,3.98,8.43,0,0,28.6468497,77.33290555

447.295 s,1.23,3.98,8.43,0,0,28.6468497,77.33290555

447.325 s,1.23,2.76,9.35,0,0,28.6468497,77.33290555

447.356 s,-1.38,1.53,9.81,0,0,28.6468497,77.33290555

447.374 s,-1.69,1.38,9.19,0,0,28.6468497,77.33290555

447.394 s,-1.69,1.38,9.19,0,0,28.6468497,77.33290555

447.414 s,-0.77,1.69,8.73,0,0,28.6468497,77.33290555

447.434 s,-0.77,2.3,8.12,0,0,28.6468497,77.33290555

447.454 s,-0.77,2.3,8.12,0,0,28.6468497,77.33290555

447.474 s,0.46,3.52,8.43,0,0,28.6468497,77.33290555

447.494 s,0.46,4.44,8.89,0,0,28.6468497,77.33290555

447.514 s,0.46,4.44,8.89,0,0,28.6468497,77.33290555

447.534 s,-0.15,3.98,9.04,0,0,28.6468497,77.33290555

447.55400000000003 s,-0.15,3.98,9.04,0,0,28.6468497,77.33290555

447.574 s,-0.92,2.91,8.73,0,0,28.6468497,77.33290555

447.594 s,-1.23,2.76,8.89,0,0,28.6468497,77.33290555

447.61400000000003 s,-1.23,2.76,8.89,0,0,28.6468497,77.33290555

447.634 s,-0.77,2.91,9.04,0,0,28.6468497,77.33290555

447.654 s,-0.77,2.91,9.04,0,0,28.6468497,77.33290555

447.67400000000004 s,-0.46,3.52,9.04,0,0,28.6468497,77.33290555

447.694 s,-0.31,3.52,8.27,0,0,28.6468497,77.33290555

447.714 s,-0.31,3.52,8.27,0,0,28.6468497,77.33290555

447.73400000000004 s,-0.46,3.37,8.12,0,0,28.6468497,77.33290555

447.754 s,-0.31,3.37,8.43,0,0,28.6468497,77.33290555

447.774 s,-0.31,3.37,8.43,0,0,28.6468497,77.33290555

447.794 s,-0.31,3.52,8.89,0,0,28.6468497,77.33290555

447.814 s,-0.31,3.52,8.89,0,0,28.6468497,77.33290555

447.834 s,-0.15,3.83,8.89,0,0,28.6468497,77.33290555

447.854 s,-0.15,3.98,8.58,0,0,28.6468497,77.33290555

447.874 s,-0.15,3.98,8.58,0,0,28.6468497,77.33290555

447.894 s,-0.15,3.68,8.58,0,0,28.6468497,77.33290555

447.914 s,-0.15,3.68,8.73,0,0,28.6468497,77.33290555

447.934 s,-0.15,3.68,8.73,0,0,28.6468497,77.33290555

447.959 s,-0.15,3.52,8.43,0,0,28.6468497,77.33290555

447.97700000000003 s,-0.15,3.52,8.43,0,0,28.6468497,77.33290555

447.99600000000004 s,-0.15,3.37,8.27,0,0,28.6468497,77.33290555

448.015 s,-0.31,3.37,8.12,0,0,28.6468497,77.33290555

448.034 s,-0.31,3.37,8.12,0,0,28.6468497,77.33290555

448.05400000000003 s,0.15,3.37,8.73,0,0,28.6468497,77.33290555

448.074 s,0.15,3.52,9.65,0,0,28.6468497,77.33290555

448.094 s,0.15,3.52,9.65,0,0,28.6468497,77.33290555

448.12 s,-0.15,3.68,8.89,0,0,28.6468497,77.33290555

448.135 s,-0.15,3.68,8.89,0,0,28.6468497,77.33290555

448.156 s,-0.31,3.37,8.43,0,0,28.6468497,77.33290555

448.175 s,-0.46,3.52,8.58,0,0,28.6468497,77.33290555

448.196 s,-0.46,3.52,8.58,0,0,28.6468497,77.33290555

448.214 s,-0.15,3.52,8.89,0,0,28.6468497,77.33290555

448.24600000000004 s,-0.15,3.37,8.89,0,0,28.6468497,77.33290555

448.279 s,-0.15,3.37,8.27,0,0,28.6468497,77.33290555

448.294 s,-0.15,3.37,8.27,0,0,28.6468497,77.33290555

448.314 s,-0.15,3.37,8.43,0,0,28.6468497,77.33290555

448.334 s,-0.15,3.52,8.73,0,0,28.6468497,77.33290555

448.354 s,-0.15,3.52,8.73,0,0,28.6468497,77.33290555

448.374 s,-0.15,3.37,8.89,0,0,28.6468497,77.33290555

448.394 s,-0.15,3.37,8.89,0,0,28.6468497,77.33290555

448.414 s,-0.15,3.37,8.73,0,0,28.6468497,77.33290555

448.434 s,-0.46,3.06,8.43,0,0,28.6468497,77.33290555

448.454 s,-0.46,3.06,8.43,0,0,28.6468497,77.33290555

448.474 s,-0.46,3.06,8.73,0,0,28.6468497,77.33290555

448.494 s,-0.31,3.22,8.73,0,0,28.6468497,77.33290555

448.514 s,-0.31,3.22,8.73,0,0,28.6468497,77.33290555

448.534 s,-0.31,3.37,8.43,0,0,28.6468497,77.33290555

448.55400000000003 s,-0.31,3.37,8.43,0,0,28.6468497,77.33290555

448.574 s,0.15,3.52,8.12,0,0,28.6468497,77.33290555

448.594 s,0.31,3.83,8.89,0,0,28.6468497,77.33290555

448.61400000000003 s,0.31,3.83,8.89,0,0,28.6468497,77.33290555

448.646 s,-0.15,3.98,9.81,0,0,28.6468497,77.33290555

448.676 s,-0.61,3.37,9.5,0,0,28.6468497,77.33290555

448.694 s,-0.77,2.76,8.12,0,0,28.6468497,77.33290555

448.714 s,-0.77,2.76,8.12,0,0,28.6468497,77.33290555

448.73400000000004 s,-0.46,2.45,7.35,0,0,28.6468497,77.33290555

448.754 s,0.31,3.52,8.27,0,0,28.6468497,77.33290555

448.774 s,0.31,3.52,8.27,0,0,28.6468497,77.33290555

448.794 s,0.61,4.44,9.5,0,0,28.6468497,77.33290555

448.814 s,0.61,4.44,9.5,0,0,28.6468497,77.33290555

448.836 s,0.61,3.98,9.65,0,0,28.6468497,77.33290555

448.854 s,-0.77,2.76,8.58,0,0,28.6468497,77.33290555

448.874 s,-0.77,2.76,8.58,0,0,28.6468497,77.33290555

448.894 s,-1.07,2.15,8.12,0,0,28.6468497,77.33290555

448.914 s,-0.77,2.6,8.43,0,0,28.6468497,77.33290555

448.934 s,-0.77,2.6,8.43,0,0,28.6468497,77.33290555

448.954 s,-0.15,3.52,8.89,0,0,28.6468497,77.33290555

448.974 s,-0.15,3.52,8.89,0,0,28.6468497,77.33290555

448.994 s,-0.15,3.68,9.65,0,0,28.6468497,77.33290555

449.014 s,-0.15,3.22,9.65,0,0,28.6468497,77.33290555

449.034 s,-0.15,3.22,9.65,0,0,28.6468497,77.33290555

449.05400000000003 s,-0.61,2.45,8.73,0,0,28.6468497,77.33290555

449.074 s,-0.92,1.84,8.27,0,0,28.6468497,77.33290555

449.094 s,-0.92,1.84,8.27,0,0,28.6468497,77.33290555

449.119 s,-0.77,1.99,8.58,0,0,28.6468497,77.33290555

449.136 s,-0.77,1.99,8.58,0,0,28.6468497,77.33290555

449.15500000000003 s,-0.46,2.6,9.19,0,0,28.6468497,77.33290555

449.17400000000004 s,-0.31,2.76,9.35,0,0,28.6468497,77.33290555

449.194 s,-0.31,2.76,9.35,0,0,28.6468497,77.33290555

449.214 s,-0.46,2.6,8.89,0,0,28.6468497,77.33290555

449.245 s,-0.46,2.6,8.58,0,0,28.6468497,77.33290555

449.274 s,-0.31,2.91,8.58,0,0,28.64686632,77.33294017

449.3 s,-0.31,2.91,8.58,0,0,28.64686632,77.33294017

449.324 s,-0.31,3.22,8.58,0,0,28.64686632,77.33294017

449.356 s,0.31,3.52,9.04,0,0,28.64686632,77.33294017

449.382 s,0.31,3.52,9.35,0,0,28.64686632,77.33294017

449.414 s,-0.31,2.91,8.89,0,0,28.64686632,77.33294017

449.434 s,-0.77,2.45,8.58,0,0,28.64686632,77.33294017

449.454 s,-0.77,2.45,8.58,0,0,28.64686632,77.33294017

449.474 s,-0.61,2.6,9.04,0,0,28.64686632,77.33294017

449.494 s,-0.31,2.6,9.35,0,0,28.64686632,77.33294017

449.514 s,-0.31,2.6,9.35,0,0,28.64686632,77.33294017

449.534 s,-0.46,2.15,9.04,0,0,28.64686632,77.33294017

449.55400000000003 s,-0.46,2.15,9.04,0,0,28.64686632,77.33294017

449.574 s,-0.46,1.99,9.04,0,0,28.64686632,77.33294017

449.594 s,-0.61,1.99,8.73,0,0,28.64686632,77.33294017

449.61400000000003 s,-0.61,1.99,8.73,0,0,28.64686632,77.33294017

449.634 s,-0.61,2.15,9.04,0,0,28.64686632,77.33294017

449.654 s,-0.61,2.15,9.04,0,0,28.64686632,77.33294017

449.67400000000004 s,-0.61,2.6,9.19,0,0,28.64686632,77.33294017

449.694 s,-0.46,2.76,9.19,0,0,28.64686632,77.33294017

449.714 s,-0.46,2.76,9.19,0,0,28.64686632,77.33294017

449.73400000000004 s,-0.46,2.91,9.19,0,0,28.64686632,77.33294017

449.754 s,-0.46,2.6,8.73,0,0,28.64686632,77.33294017

449.774 s,-0.46,2.6,8.73,0,0,28.64686632,77.33294017

449.794 s,-0.61,2.3,8.58,0,0,28.64686632,77.33294017

449.814 s,-0.61,2.3,8.58,0,0,28.64686632,77.33294017

449.834 s,-0.46,2.45,8.58,0,0,28.64686632,77.33294017

449.854 s,-0.15,2.6,8.43,0,0,28.64686632,77.33294017

449.874 s,-0.15,2.6,8.43,0,0,28.64686632,77.33294017

449.894 s,-0.15,2.76,8.89,0,0,28.64686632,77.33294017

449.914 s,-0.15,3.06,9.96,0,0,28.64686632,77.33294017

449.934 s,-0.15,3.06,9.96,0,0,28.64686632,77.33294017

449.954 s,-0.31,3.06,9.65,0,0,28.64686632,77.33294017

449.974 s,-0.31,3.06,9.65,0,0,28.64686632,77.33294017

450.005 s,-0.77,2.3,8.58,0,0,28.64686632,77.33294017

450.036 s,-0.92,2.15,8.43,0,0,28.64686632,77.33294017

450.05400000000003 s,-0.46,2.6,9.04,0,0,28.64686632,77.33294017

450.074 s,-0.46,3.06,9.35,0,0,28.64686632,77.33294017

450.094 s,-0.46,3.06,9.35,0,0,28.64686632,77.33294017

450.11400000000003 s,0.31,3.06,9.19,0,0,28.64686632,77.33294017

450.134 s,0.31,3.06,9.19,0,0,28.64686632,77.33294017

450.154 s,0.31,2.76,8.58,0,0,28.64686632,77.33294017

450.176 s,-0.31,2.3,8.27,0,0,28.64686632,77.33294017

450.196 s,-0.31,2.3,8.27,0,0,28.64686632,77.33294017

450.214 s,-0.46,2.15,8.73,0,0,28.64686632,77.33294017

450.24600000000004 s,-0.61,2.76,9.19,0,0,28.64686632,77.33294017

450.274 s,-0.46,3.06,9.65,0,0,28.64686632,77.33294017

450.294 s,-0.46,3.06,9.65,0,0,28.64686632,77.33294017

450.314 s,-0.61,3.22,9.19,0,0,28.64686632,77.33294017

450.334 s,-0.46,3.06,8.89,0,0,28.64686632,77.33294017

450.354 s,-0.46,3.06,8.89,0,0,28.64686632,77.33294017

450.374 s,-0.46,3.06,8.58,0,0,28.64686632,77.33294017

450.394 s,-0.46,3.06,8.58,0,0,28.64686632,77.33294017

450.414 s,-0.46,2.76,8.12,0,0,28.64686632,77.33294017

450.434 s,-0.46,2.6,8.58,0,0,28.64686632,77.33294017

450.454 s,-0.46,2.6,8.58,0,0,28.64686632,77.33294017

450.474 s,-0.31,2.45,8.89,0,0,28.64686632,77.33294017

450.494 s,-0.46,2.76,9.5,0,0,28.64686632,77.33294017

450.514 s,-0.46,2.76,9.5,0,0,28.64686632,77.33294017

450.534 s,-0.31,2.45,8.89,0,0,28.64686632,77.33294017

450.55400000000003 s,-0.31,2.45,8.89,0,0,28.64686632,77.33294017

450.574 s,-0.31,2.6,8.89,0,0,28.64686632,77.33294017

450.594 s,-0.46,2.76,8.73,0,0,28.64686632,77.33294017

450.61400000000003 s,-0.46,2.76,8.73,0,0,28.64686632,77.33294017

450.634 s,-0.31,3.06,8.73,0,0,28.64686632,77.33294017

450.66200000000003 s,-0.31,3.37,8.58,0,0,28.64686632,77.33294017

450.678 s,-0.31,3.37,8.58,0,0,28.64686632,77.33294017

450.699 s,-0.31,3.68,8.58,0,0,28.64686632,77.33294017

450.71500000000003 s,-0.31,3.68,8.58,0,0,28.64686632,77.33294017

